year,month,scam_type,age_group,location,report_count,total_loss,date
2023,10,financial fraud,45-54,TAS,25,24139,2023-10-01
2022,4,investment,25-34,TAS,30,44725,2022-04-01
2020,6,identity theft,18-24,QLD,25,47219,2020-06-01
2022,5,task-based scam,55-64,WA,47,16776,2022-05-01
2021,11,phishing,45-54,VIC,18,44398,2021-11-01
2021,10,task-based scam,18-24,QLD,1,13770,2021-10-01
2025,10,task-based scam,18-24,NT,20,22186,2025-10-01
2019,6,investment,45-54,TAS,22,435,2019-06-01
2022,2,identity theft,18-24,QLD,8,46503,2022-02-01
2022,1,task-based scam,18-24,ACT,38,44349,2022-01-01
2020,5,task-based scam,55-64,VIC,1,33647,2020-05-01
2019,11,identity theft,35-44,VIC,43,1296,2019-11-01
2019,3,investment,65+,NT,36,39094,2019-03-01
2022,3,identity theft,35-44,SA,46,11634,2022-03-01
2023,10,investment,65+,SA,24,12407,2023-10-01
2022,5,financial fraud,35-44,NSW,14,44189,2022-05-01
2022,3,identity theft,45-54,TAS,4,38430,2022-03-01
2022,6,financial fraud,45-54,TAS,15,28716,2022-06-01
2021,11,investment,55-64,TAS,45,451,2021-11-01
2024,7,task-based scam,55-64,WA,48,33924,2024-07-01
2019,6,phishing,35-44,ACT,28,13399,2019-06-01
2024,10,investment,55-64,NSW,8,38611,2024-10-01
2021,8,task-based scam,65+,QLD,7,31169,2021-08-01
2023,4,phishing,18-24,QLD,12,13912,2023-04-01
2020,6,financial fraud,45-54,NT,20,3239,2020-06-01
2025,11,task-based scam,55-64,NT,18,10532,2025-11-01
2023,3,identity theft,35-44,NT,47,32760,2023-03-01
2019,10,identity theft,25-34,WA,36,42495,2019-10-01
2020,12,identity theft,18-24,TAS,44,21434,2020-12-01
2024,12,task-based scam,18-24,NT,46,42437,2024-12-01
2023,7,investment,35-44,VIC,26,28032,2023-07-01
2019,6,financial fraud,45-54,QLD,5,45431,2019-06-01
2025,12,task-based scam,25-34,WA,14,44424,2025-12-01
2025,6,phishing,55-64,NT,45,44836,2025-06-01
2023,3,task-based scam,18-24,QLD,6,19710,2023-03-01
2020,1,task-based scam,45-54,ACT,20,9502,2020-01-01
2020,2,financial fraud,55-64,ACT,16,48264,2020-02-01
2023,11,investment,45-54,NSW,12,39989,2023-11-01
2021,11,investment,18-24,TAS,35,30484,2021-11-01
2023,10,investment,18-24,QLD,16,259,2023-10-01
2024,10,investment,18-24,WA,43,44059,2024-10-01
2023,3,financial fraud,55-64,ACT,19,45101,2023-03-01
2023,12,phishing,55-64,SA,28,46987,2023-12-01
2021,11,task-based scam,65+,NT,29,41428,2021-11-01
2022,1,identity theft,35-44,NSW,45,42969,2022-01-01
2020,11,investment,45-54,TAS,15,21729,2020-11-01
2024,8,financial fraud,35-44,WA,43,9823,2024-08-01
2019,9,task-based scam,45-54,QLD,42,39597,2019-09-01
2020,7,investment,65+,ACT,22,3434,2020-07-01
2020,11,investment,45-54,VIC,17,45725,2020-11-01
2022,7,task-based scam,25-34,VIC,23,48476,2022-07-01
2020,3,financial fraud,55-64,NSW,16,39913,2020-03-01
2020,9,investment,45-54,NT,21,26145,2020-09-01
2021,9,phishing,35-44,QLD,49,6260,2021-09-01
2021,5,task-based scam,35-44,VIC,19,42030,2021-05-01
2021,7,task-based scam,55-64,ACT,11,1328,2021-07-01
2021,1,financial fraud,35-44,TAS,22,2553,2021-01-01
2021,6,financial fraud,25-34,VIC,12,29556,2021-06-01
2024,10,investment,18-24,NSW,36,26019,2024-10-01
2019,1,task-based scam,25-34,VIC,28,34454,2019-01-01
2022,10,task-based scam,55-64,VIC,20,13393,2022-10-01
2023,6,task-based scam,18-24,WA,37,49915,2023-06-01
2025,6,task-based scam,65+,ACT,41,17730,2025-06-01
2024,7,financial fraud,65+,VIC,25,15735,2024-07-01
2021,7,financial fraud,18-24,WA,29,23187,2021-07-01
2022,11,financial fraud,18-24,TAS,19,15831,2022-11-01
2023,10,task-based scam,55-64,VIC,6,8482,2023-10-01
2020,12,task-based scam,45-54,NSW,1,10853,2020-12-01
2024,3,task-based scam,18-24,ACT,27,31592,2024-03-01
2020,7,phishing,18-24,VIC,7,34720,2020-07-01
2022,11,financial fraud,45-54,SA,29,26317,2022-11-01
2019,10,financial fraud,65+,NSW,34,10958,2019-10-01
2019,2,identity theft,25-34,VIC,41,41910,2019-02-01
2022,12,identity theft,35-44,NSW,29,818,2022-12-01
2025,11,financial fraud,55-64,TAS,10,40111,2025-11-01
2025,2,identity theft,35-44,ACT,41,27707,2025-02-01
2019,1,phishing,18-24,QLD,35,49069,2019-01-01
2025,2,investment,25-34,QLD,47,6405,2025-02-01
2019,12,financial fraud,18-24,NT,24,45555,2019-12-01
2020,2,task-based scam,55-64,SA,17,34009,2020-02-01
2025,12,phishing,55-64,TAS,8,24539,2025-12-01
2019,11,identity theft,25-34,QLD,36,20123,2019-11-01
2019,9,phishing,18-24,TAS,10,19183,2019-09-01
2022,3,phishing,45-54,NT,7,44964,2022-03-01
2019,1,financial fraud,35-44,NSW,13,38571,2019-01-01
2025,12,phishing,65+,WA,9,23570,2025-12-01
2025,2,phishing,45-54,QLD,28,819,2025-02-01
2024,10,identity theft,55-64,NSW,18,47945,2024-10-01
2021,8,phishing,45-54,NT,38,42756,2021-08-01
2021,10,investment,18-24,ACT,27,27151,2021-10-01
2022,2,investment,55-64,WA,26,29898,2022-02-01
2021,11,phishing,45-54,TAS,6,41078,2021-11-01
2020,11,identity theft,35-44,NT,19,211,2020-11-01
2024,4,identity theft,45-54,SA,4,30877,2024-04-01
2024,9,financial fraud,45-54,TAS,44,6819,2024-09-01
2022,9,investment,25-34,NSW,9,43424,2022-09-01
2025,7,task-based scam,55-64,ACT,10,18704,2025-07-01
2019,1,task-based scam,45-54,QLD,39,24730,2019-01-01
2021,10,investment,35-44,VIC,46,524,2021-10-01
2020,11,investment,25-34,SA,33,3176,2020-11-01
2025,5,identity theft,55-64,QLD,13,4754,2025-05-01
2022,5,investment,65+,NSW,45,33371,2022-05-01
2025,2,identity theft,18-24,NT,13,5975,2025-02-01
2022,7,identity theft,18-24,VIC,44,27274,2022-07-01
2019,1,task-based scam,45-54,TAS,9,36825,2019-01-01
2023,1,financial fraud,35-44,WA,28,41615,2023-01-01
2021,12,investment,45-54,ACT,14,23911,2021-12-01
2020,10,financial fraud,35-44,VIC,32,1985,2020-10-01
2022,12,phishing,35-44,SA,1,9452,2022-12-01
2025,1,task-based scam,45-54,ACT,35,23034,2025-01-01
2021,11,investment,35-44,NT,19,29735,2021-11-01
2025,10,investment,65+,QLD,13,17370,2025-10-01
2020,7,financial fraud,18-24,SA,35,37704,2020-07-01
2024,4,phishing,55-64,ACT,19,49885,2024-04-01
2024,4,identity theft,25-34,NSW,45,43584,2024-04-01
2020,9,financial fraud,65+,VIC,7,47270,2020-09-01
2024,4,task-based scam,35-44,NT,12,615,2024-04-01
2022,8,phishing,65+,TAS,20,41376,2022-08-01
2021,1,financial fraud,18-24,NT,2,46642,2021-01-01
2020,3,investment,65+,TAS,10,41511,2020-03-01
2022,12,financial fraud,35-44,NT,40,17179,2022-12-01
2021,1,task-based scam,65+,SA,7,29551,2021-01-01
2021,1,task-based scam,55-64,TAS,11,42573,2021-01-01
2022,3,task-based scam,35-44,NT,44,15809,2022-03-01
2021,4,financial fraud,18-24,VIC,31,16093,2021-04-01
2023,6,task-based scam,25-34,TAS,24,44133,2023-06-01
2020,3,identity theft,45-54,ACT,16,8849,2020-03-01
2020,8,task-based scam,18-24,WA,48,17276,2020-08-01
2021,8,phishing,35-44,TAS,41,14301,2021-08-01
2022,3,investment,25-34,NSW,19,23386,2022-03-01
2019,3,financial fraud,25-34,VIC,19,17836,2019-03-01
2024,12,financial fraud,45-54,QLD,19,1882,2024-12-01
2021,6,task-based scam,45-54,VIC,45,32460,2021-06-01
2019,1,financial fraud,65+,WA,16,14803,2019-01-01
2021,1,financial fraud,55-64,VIC,45,42126,2021-01-01
2019,11,phishing,35-44,TAS,2,34203,2019-11-01
2021,11,financial fraud,18-24,ACT,32,13402,2021-11-01
2022,5,investment,45-54,WA,18,41748,2022-05-01
2024,10,financial fraud,65+,QLD,11,21459,2024-10-01
2025,7,phishing,18-24,NT,33,41781,2025-07-01
2025,1,identity theft,35-44,NSW,31,5942,2025-01-01
2019,2,identity theft,35-44,NT,44,22687,2019-02-01
2023,11,financial fraud,65+,ACT,47,25644,2023-11-01
2022,9,phishing,35-44,VIC,49,25456,2022-09-01
2024,1,identity theft,45-54,SA,44,49460,2024-01-01
2021,3,phishing,65+,TAS,10,40682,2021-03-01
2019,8,identity theft,35-44,ACT,44,29014,2019-08-01
2024,2,phishing,65+,SA,41,30051,2024-02-01
2020,10,financial fraud,45-54,TAS,32,40955,2020-10-01
2022,12,identity theft,18-24,WA,34,8029,2022-12-01
2019,12,task-based scam,65+,NSW,28,34494,2019-12-01
2022,7,financial fraud,25-34,SA,42,7442,2022-07-01
2019,2,financial fraud,18-24,NT,36,13537,2019-02-01
2025,3,phishing,55-64,NT,18,29516,2025-03-01
2020,10,financial fraud,45-54,SA,6,10090,2020-10-01
2023,9,identity theft,35-44,ACT,35,31545,2023-09-01
2020,4,financial fraud,65+,ACT,38,19945,2020-04-01
2021,12,financial fraud,45-54,ACT,37,48314,2021-12-01
2022,7,phishing,18-24,NSW,7,5283,2022-07-01
2023,6,financial fraud,35-44,SA,2,4208,2023-06-01
2022,7,investment,55-64,SA,45,15856,2022-07-01
2024,7,investment,25-34,ACT,29,11033,2024-07-01
2019,2,identity theft,25-34,TAS,15,29932,2019-02-01
2021,1,phishing,45-54,NT,40,12465,2021-01-01
2021,10,identity theft,25-34,WA,48,25131,2021-10-01
2022,6,financial fraud,55-64,NSW,11,38673,2022-06-01
2025,7,phishing,45-54,NT,2,9230,2025-07-01
2021,2,task-based scam,35-44,NSW,38,45603,2021-02-01
2022,2,phishing,35-44,QLD,16,44711,2022-02-01
2019,9,financial fraud,35-44,NSW,31,3831,2019-09-01
2019,12,investment,25-34,VIC,32,44663,2019-12-01
2022,11,financial fraud,25-34,NSW,44,43081,2022-11-01
2020,5,investment,35-44,WA,32,9494,2020-05-01
2020,7,phishing,55-64,NSW,28,28806,2020-07-01
2019,1,financial fraud,65+,ACT,37,2150,2019-01-01
2023,4,identity theft,35-44,ACT,5,14201,2023-04-01
2020,2,phishing,55-64,SA,14,26328,2020-02-01
2022,11,financial fraud,55-64,TAS,13,9836,2022-11-01
2019,5,phishing,55-64,WA,46,49461,2019-05-01
2021,1,phishing,35-44,SA,39,1863,2021-01-01
2021,10,financial fraud,35-44,SA,6,6048,2021-10-01
2025,7,phishing,35-44,TAS,12,33979,2025-07-01
2020,2,task-based scam,45-54,QLD,16,34700,2020-02-01
2023,3,financial fraud,35-44,NSW,25,35839,2023-03-01
2024,5,task-based scam,35-44,NSW,40,45706,2024-05-01
2020,9,investment,25-34,SA,9,12242,2020-09-01
2023,10,phishing,55-64,ACT,1,34704,2023-10-01
2020,4,investment,45-54,WA,46,38577,2020-04-01
2021,8,investment,25-34,TAS,17,43212,2021-08-01
2023,11,investment,45-54,TAS,49,15980,2023-11-01
2021,8,phishing,25-34,QLD,5,41718,2021-08-01
2025,10,investment,35-44,SA,46,14423,2025-10-01
2022,4,investment,35-44,NSW,40,5790,2022-04-01
2022,11,financial fraud,18-24,QLD,28,2983,2022-11-01
2019,4,investment,45-54,WA,45,5697,2019-04-01
2021,2,identity theft,65+,NT,38,11854,2021-02-01
2021,8,phishing,45-54,VIC,35,21858,2021-08-01
2025,1,financial fraud,55-64,NSW,26,11064,2025-01-01
2019,12,task-based scam,45-54,WA,12,17399,2019-12-01
2022,12,identity theft,18-24,NSW,18,7015,2022-12-01
2022,5,task-based scam,65+,ACT,10,31866,2022-05-01
2023,8,identity theft,45-54,NSW,34,12969,2023-08-01
2023,6,financial fraud,35-44,TAS,6,27694,2023-06-01
2024,10,identity theft,35-44,VIC,4,27060,2024-10-01
2025,4,phishing,65+,ACT,34,11810,2025-04-01
2022,9,phishing,35-44,VIC,14,46584,2022-09-01
2024,12,phishing,45-54,NT,47,19505,2024-12-01
2020,3,identity theft,65+,NT,6,1189,2020-03-01
2021,9,financial fraud,65+,QLD,32,43126,2021-09-01
2023,1,investment,25-34,TAS,29,19355,2023-01-01
2020,12,financial fraud,35-44,QLD,47,9795,2020-12-01
2023,4,financial fraud,35-44,TAS,31,27489,2023-04-01
2019,10,task-based scam,35-44,TAS,6,6415,2019-10-01
2021,3,financial fraud,55-64,QLD,10,1503,2021-03-01
2024,2,investment,25-34,WA,37,5785,2024-02-01
2024,4,identity theft,45-54,SA,8,21925,2024-04-01
2023,4,identity theft,65+,TAS,26,34761,2023-04-01
2022,9,investment,55-64,QLD,20,34058,2022-09-01
2025,10,identity theft,55-64,ACT,43,19646,2025-10-01
2024,12,phishing,18-24,SA,33,22302,2024-12-01
2019,6,identity theft,45-54,NSW,29,47342,2019-06-01
2019,6,phishing,65+,TAS,42,39521,2019-06-01
2022,6,investment,65+,NT,49,8874,2022-06-01
2019,6,investment,65+,WA,19,9802,2019-06-01
2025,8,financial fraud,55-64,NSW,10,3689,2025-08-01
2021,4,identity theft,55-64,TAS,7,12182,2021-04-01
2023,1,task-based scam,35-44,WA,21,25802,2023-01-01
2019,11,identity theft,18-24,ACT,13,18616,2019-11-01
2021,3,financial fraud,35-44,VIC,20,14234,2021-03-01
2022,8,identity theft,18-24,NSW,47,30544,2022-08-01
2023,1,task-based scam,35-44,NSW,39,48826,2023-01-01
2022,5,identity theft,45-54,ACT,46,43839,2022-05-01
2023,2,task-based scam,45-54,QLD,32,38928,2023-02-01
2025,10,task-based scam,55-64,ACT,25,19244,2025-10-01
2019,4,financial fraud,18-24,WA,8,26462,2019-04-01
2019,3,task-based scam,35-44,NT,17,46107,2019-03-01
2023,1,investment,55-64,QLD,6,9949,2023-01-01
2021,5,task-based scam,45-54,NT,43,25415,2021-05-01
2021,9,investment,45-54,TAS,38,25353,2021-09-01
2021,3,investment,55-64,ACT,14,46531,2021-03-01
2020,1,phishing,55-64,VIC,34,39895,2020-01-01
2024,1,phishing,35-44,NSW,48,6743,2024-01-01
2024,1,investment,55-64,QLD,9,45928,2024-01-01
2024,4,task-based scam,45-54,SA,17,6248,2024-04-01
2021,5,task-based scam,35-44,NT,34,10017,2021-05-01
2019,8,task-based scam,45-54,NT,20,6846,2019-08-01
2025,10,phishing,18-24,SA,24,43084,2025-10-01
2020,11,phishing,65+,TAS,43,40974,2020-11-01
2021,7,investment,18-24,NSW,19,7027,2021-07-01
2019,10,task-based scam,45-54,ACT,24,21707,2019-10-01
2020,4,identity theft,35-44,VIC,31,26282,2020-04-01
2019,2,investment,65+,QLD,2,32325,2019-02-01
2023,2,financial fraud,45-54,TAS,1,33704,2023-02-01
2019,2,investment,55-64,NT,37,7207,2019-02-01
2020,1,phishing,18-24,NT,17,48791,2020-01-01
2021,11,investment,25-34,ACT,39,34629,2021-11-01
2024,6,task-based scam,55-64,WA,19,2837,2024-06-01
2020,4,phishing,25-34,NSW,5,48687,2020-04-01
2021,3,phishing,45-54,NSW,43,40548,2021-03-01
2021,1,identity theft,25-34,ACT,31,24345,2021-01-01
2025,12,task-based scam,65+,ACT,26,14762,2025-12-01
2022,7,task-based scam,65+,QLD,9,1334,2022-07-01
2025,9,financial fraud,65+,TAS,19,18247,2025-09-01
2023,12,identity theft,18-24,VIC,21,43753,2023-12-01
2022,4,identity theft,45-54,VIC,2,25744,2022-04-01
2024,1,financial fraud,18-24,SA,39,370,2024-01-01
2020,3,investment,55-64,NSW,33,47511,2020-03-01
2022,9,financial fraud,18-24,SA,36,26733,2022-09-01
2024,1,financial fraud,18-24,NT,8,48126,2024-01-01
2021,1,task-based scam,25-34,NT,27,48721,2021-01-01
2020,5,task-based scam,25-34,TAS,21,25418,2020-05-01
2022,5,investment,45-54,ACT,20,43756,2022-05-01
2019,8,identity theft,35-44,VIC,42,47177,2019-08-01
2024,1,task-based scam,18-24,WA,39,17750,2024-01-01
2024,8,identity theft,18-24,VIC,24,26646,2024-08-01
2023,11,investment,18-24,TAS,49,10860,2023-11-01
2019,2,investment,65+,VIC,7,27408,2019-02-01
2020,1,task-based scam,18-24,QLD,13,30402,2020-01-01
2022,11,phishing,25-34,WA,47,32939,2022-11-01
2021,8,financial fraud,35-44,SA,44,12410,2021-08-01
2022,10,identity theft,18-24,TAS,7,1462,2022-10-01
2025,2,financial fraud,18-24,SA,48,12065,2025-02-01
2020,5,investment,35-44,QLD,39,46961,2020-05-01
2020,10,phishing,35-44,NSW,7,5518,2020-10-01
2020,6,identity theft,18-24,NSW,45,42281,2020-06-01
2020,3,phishing,35-44,QLD,18,670,2020-03-01
2025,9,identity theft,35-44,NSW,45,9642,2025-09-01
2024,9,financial fraud,55-64,TAS,24,14881,2024-09-01
2022,8,identity theft,35-44,VIC,25,41841,2022-08-01
2019,7,phishing,45-54,QLD,14,12817,2019-07-01
2021,5,phishing,18-24,VIC,6,30984,2021-05-01
2021,10,investment,65+,ACT,47,4577,2021-10-01
2023,2,identity theft,65+,SA,6,9866,2023-02-01
2024,3,financial fraud,25-34,VIC,11,36264,2024-03-01
2020,5,task-based scam,45-54,TAS,20,10372,2020-05-01
2020,8,identity theft,65+,NT,19,24153,2020-08-01
2020,1,task-based scam,55-64,NSW,17,20827,2020-01-01
2024,11,task-based scam,55-64,ACT,44,11664,2024-11-01
2019,1,investment,45-54,TAS,48,40114,2019-01-01
2020,7,identity theft,25-34,QLD,37,35845,2020-07-01
2023,1,task-based scam,35-44,NSW,14,9335,2023-01-01
2023,3,investment,35-44,TAS,20,3701,2023-03-01
2019,8,investment,18-24,NT,28,19954,2019-08-01
2024,9,task-based scam,35-44,ACT,32,39045,2024-09-01
2020,5,financial fraud,35-44,SA,7,33230,2020-05-01
2025,6,financial fraud,55-64,QLD,36,8450,2025-06-01
2022,8,task-based scam,45-54,WA,12,25148,2022-08-01
2022,3,phishing,18-24,NT,9,1588,2022-03-01
2021,1,identity theft,45-54,NT,35,31475,2021-01-01
2019,9,task-based scam,35-44,WA,41,5541,2019-09-01
2022,2,identity theft,18-24,ACT,39,14044,2022-02-01
2021,12,phishing,18-24,QLD,48,33211,2021-12-01
2023,11,financial fraud,25-34,ACT,27,41671,2023-11-01
2021,9,investment,45-54,NT,39,45918,2021-09-01
2020,11,task-based scam,55-64,QLD,12,1717,2020-11-01
2020,2,financial fraud,35-44,SA,31,45677,2020-02-01
2023,8,identity theft,65+,VIC,11,35847,2023-08-01
2019,3,investment,18-24,NT,15,11708,2019-03-01
2024,9,identity theft,35-44,NSW,6,42104,2024-09-01
2020,10,investment,18-24,VIC,42,16584,2020-10-01
2020,4,identity theft,55-64,SA,31,12407,2020-04-01
2021,8,investment,25-34,QLD,16,37295,2021-08-01
2021,4,identity theft,45-54,ACT,17,8992,2021-04-01
2021,3,investment,35-44,ACT,5,37911,2021-03-01
2022,1,task-based scam,35-44,QLD,42,49160,2022-01-01
2025,4,investment,55-64,ACT,40,22877,2025-04-01
2023,2,investment,18-24,VIC,21,32624,2023-02-01
2019,9,task-based scam,25-34,WA,16,17054,2019-09-01
2021,2,task-based scam,35-44,TAS,10,4380,2021-02-01
2019,8,task-based scam,65+,TAS,15,12849,2019-08-01
2025,10,identity theft,18-24,NT,14,7230,2025-10-01
2021,10,investment,35-44,ACT,26,37896,2021-10-01
2020,7,financial fraud,35-44,NSW,44,27521,2020-07-01
2025,6,task-based scam,35-44,NSW,48,7054,2025-06-01
2019,4,identity theft,18-24,SA,33,11281,2019-04-01
2022,3,identity theft,25-34,QLD,11,27132,2022-03-01
2021,12,investment,18-24,VIC,29,43739,2021-12-01
2024,12,task-based scam,65+,NSW,8,16031,2024-12-01
2023,11,investment,65+,QLD,24,48709,2023-11-01
2020,10,phishing,25-34,SA,26,39753,2020-10-01
2025,5,task-based scam,25-34,ACT,21,39043,2025-05-01
2025,2,financial fraud,55-64,ACT,27,49681,2025-02-01
2021,2,identity theft,55-64,ACT,36,42741,2021-02-01
2025,8,identity theft,45-54,SA,38,27510,2025-08-01
2019,3,task-based scam,18-24,VIC,39,10720,2019-03-01
2021,7,phishing,45-54,WA,7,29468,2021-07-01
2020,11,financial fraud,35-44,SA,19,18500,2020-11-01
2023,6,identity theft,35-44,NSW,17,43275,2023-06-01
2023,8,investment,65+,WA,1,32964,2023-08-01
2023,3,investment,65+,QLD,18,43396,2023-03-01
2024,1,investment,35-44,WA,33,45578,2024-01-01
2020,6,identity theft,35-44,TAS,5,9315,2020-06-01
2024,6,investment,25-34,SA,31,32764,2024-06-01
2024,8,identity theft,55-64,SA,23,12453,2024-08-01
2025,10,task-based scam,35-44,TAS,24,37957,2025-10-01
2021,3,investment,25-34,WA,41,12098,2021-03-01
2020,9,investment,45-54,TAS,27,48527,2020-09-01
2020,6,identity theft,45-54,QLD,2,9458,2020-06-01
2025,1,identity theft,35-44,ACT,37,24755,2025-01-01
2021,3,identity theft,65+,VIC,49,2383,2021-03-01
2022,4,financial fraud,65+,ACT,17,31927,2022-04-01
2024,3,task-based scam,35-44,TAS,44,8986,2024-03-01
2023,6,investment,55-64,QLD,9,39125,2023-06-01
2019,7,identity theft,45-54,QLD,1,29245,2019-07-01
2024,12,identity theft,55-64,SA,39,26829,2024-12-01
2019,11,identity theft,45-54,QLD,12,38743,2019-11-01
2021,2,investment,35-44,NT,30,15202,2021-02-01
2019,6,identity theft,18-24,SA,36,31087,2019-06-01
2022,4,financial fraud,55-64,TAS,48,12504,2022-04-01
2020,12,financial fraud,35-44,QLD,17,14888,2020-12-01
2023,1,identity theft,65+,TAS,34,38340,2023-01-01
2019,12,task-based scam,65+,QLD,12,22566,2019-12-01
2019,2,financial fraud,65+,TAS,27,14457,2019-02-01
2021,5,investment,18-24,QLD,39,17450,2021-05-01
2021,12,phishing,65+,SA,6,31335,2021-12-01
2025,9,phishing,25-34,TAS,30,9239,2025-09-01
2020,5,financial fraud,25-34,QLD,34,41937,2020-05-01
2023,8,task-based scam,45-54,ACT,47,29238,2023-08-01
2025,12,financial fraud,55-64,WA,47,40254,2025-12-01
2025,10,investment,25-34,QLD,15,16293,2025-10-01
2019,2,task-based scam,18-24,NSW,39,4267,2019-02-01
2020,5,investment,65+,NT,44,46625,2020-05-01
2023,1,identity theft,25-34,NT,25,27653,2023-01-01
2020,2,identity theft,25-34,SA,8,29916,2020-02-01
2019,11,identity theft,18-24,QLD,13,31872,2019-11-01
2021,3,identity theft,45-54,SA,29,47826,2021-03-01
2021,8,identity theft,55-64,NSW,31,1317,2021-08-01
2021,12,task-based scam,25-34,SA,36,49737,2021-12-01
2022,10,investment,45-54,WA,39,25662,2022-10-01
2020,3,task-based scam,55-64,WA,43,33198,2020-03-01
2019,12,financial fraud,45-54,VIC,2,48484,2019-12-01
2020,4,task-based scam,55-64,NT,31,33049,2020-04-01
2021,4,identity theft,65+,VIC,20,22455,2021-04-01
2024,9,identity theft,55-64,ACT,3,31673,2024-09-01
2024,4,phishing,55-64,NSW,30,33185,2024-04-01
2020,9,task-based scam,25-34,VIC,29,20295,2020-09-01
2023,11,investment,55-64,VIC,31,33564,2023-11-01
2024,8,phishing,55-64,WA,34,40183,2024-08-01
2024,4,task-based scam,35-44,WA,23,37028,2024-04-01
2020,3,investment,55-64,WA,10,20589,2020-03-01
2025,2,phishing,65+,SA,6,20838,2025-02-01
2022,8,phishing,45-54,NSW,19,37286,2022-08-01
2022,8,phishing,25-34,QLD,25,24132,2022-08-01
2021,1,task-based scam,45-54,VIC,17,6942,2021-01-01
2019,7,phishing,55-64,ACT,28,38039,2019-07-01
2025,8,identity theft,45-54,NSW,2,38801,2025-08-01
2023,7,task-based scam,18-24,NT,34,17410,2023-07-01
2025,11,phishing,25-34,ACT,28,17678,2025-11-01
2019,12,financial fraud,45-54,ACT,44,49957,2019-12-01
2019,3,investment,18-24,NT,3,30082,2019-03-01
2023,4,investment,65+,NSW,8,41669,2023-04-01
2022,5,phishing,25-34,NT,35,23064,2022-05-01
2025,1,financial fraud,45-54,TAS,18,2090,2025-01-01
2024,10,investment,18-24,NSW,28,11095,2024-10-01
2021,3,financial fraud,25-34,NSW,46,29030,2021-03-01
2020,6,identity theft,18-24,NSW,25,25897,2020-06-01
2022,3,task-based scam,35-44,VIC,8,26699,2022-03-01
2021,5,financial fraud,45-54,ACT,6,29779,2021-05-01
2024,4,phishing,65+,TAS,7,23842,2024-04-01
2022,2,phishing,45-54,QLD,48,11551,2022-02-01
2025,4,phishing,55-64,VIC,1,14077,2025-04-01
2023,4,financial fraud,55-64,QLD,25,31484,2023-04-01
2019,11,investment,45-54,NT,31,25112,2019-11-01
2023,3,task-based scam,65+,NSW,25,3352,2023-03-01
2024,11,financial fraud,25-34,TAS,36,2416,2024-11-01
2020,8,investment,35-44,SA,41,13288,2020-08-01
2023,6,identity theft,25-34,SA,47,44633,2023-06-01
2024,1,identity theft,45-54,NSW,8,45984,2024-01-01
2019,9,financial fraud,45-54,QLD,43,989,2019-09-01
